course_id,attempt_id,date,size,completed
3e6020ce-bf5d-5783-8393-22f716ac4d8b,bcd800b6-4dcb-5a49-a63b-e75faf77b662,2069-03-13,74,true
e6555063-a2be-5aa7-b092-0522fa528155,19fdf0db-0c5a-5eb9-954f-20911685f9b5,2075-02-23,72,true
afef7424-667e-5f8f-8131-3df77cfdf4bf,7b85410e-43c7-5e94-b4dc-3cbecaae8654,2119-07-04,55,true
95b06c3f-464e-5ce5-9441-10c54a52cc42,093c9ab4-bc56-50fd-891c-6ebd05e23406,2019-08-05,108,true
ec6b9e81-64da-585f-aeaf-df4dda233c26,615e82fa-2f5e-56c3-af6d-79dda161edac,2075-04-20,13,false
59e36792-57ec-55b5-8513-742ef3200079,f95c1edb-4c97-590a-8b71-350922149805,2049-10-26,78,true
4172a64c-dd54-554e-b90c-2330ab09a61c,3b2ca55c-d56a-5f52-a79a-559bd213aef9,2060-06-17,115,true
5986aef3-6c33-5246-b517-406ba9dbeff3,78682247-823b-5b1a-8b79-1f2add9f8c11,2100-11-11,94,true
9e736951-8559-57cb-80f3-d8892b6b4891,7615e0fc-ee23-5bdb-9494-071da8626273,2109-08-21,67,true
1fc20219-2993-5ab1-8103-9b5038f51fd0,a091bb46-e41e-530d-96cd-be91605245b0,2075-02-01,106,false
f90bdc14-6b2d-5cfd-80d9-3163c47b4d2d,14a92824-3efb-547c-85ea-1a1593cedd26,2081-06-06,111,false
19d81008-d918-5deb-99a3-f54c563bfc1e,cfd9fe2b-451c-5972-8cbb-217c916d085f,2116-02-14,21,true
9c022587-1f2b-5c03-947b-d521c536a553,e6d06e9d-0224-5d6a-b882-b06aa7a2f0d2,2024-12-08,45,true
4c7f4f95-dc14-5f28-b32b-12ca871fe4ba,1e605722-2be9-570f-a0ff-a948d71381e1,2066-10-13,104,true
93799853-f85e-51a3-a732-26ff6d9cafa2,bdce2c31-8c4a-5f68-a496-f785c058777a,2117-02-15,11,false
f988f7f1-b746-5036-9145-bcb7de6b0d0b,8e692f68-ddb8-5fb3-860f-2c42e0d46ac7,2029-04-17,72,false
4fbfa2f6-3966-5fdf-bb61-26a2fb6c64bb,6fff1b2d-73d3-51c6-9d57-e10af9929ba4,2059-10-03,39,false
3c2144c8-9ca4-5e56-8907-284062363351,2ff6b97a-6fda-52e4-92e8-9a6af415e195,2072-10-31,85,false
79b763b9-a0ae-53b0-b87e-f1d5fd401fb0,21cd1eba-9ac1-5013-9018-317dd2eca3ef,2054-11-10,40,false
8c5f410e-74c0-58da-b971-1ebc961d7777,46e0137f-4e11-5220-bc9f-175c7c9ff7ce,2071-12-11,14,true
a73d0470-b1a4-5b17-bf4d-d2d9b0af41b5,616cb36b-5ff3-5204-a3e3-a43a9e4e84db,2057-01-06,113,false
b6ec4817-0803-54c4-9c5b-04f8c8f9ea42,049f3ea0-895c-5aa9-8a03-46d32161b096,2085-05-26,110,true
435a33b8-3731-5653-9407-cd1e6e95a62b,2358409e-3d1e-5c95-8f8f-f69c86ffbd03,2026-02-04,13,true
92ab9287-f6b6-5c9d-b0f3-96a3e0fb54cb,5937788b-7850-5dd3-9399-af5cf9707468,2067-12-25,21,true
dfaf2ce0-8741-5e44-808c-890c8eb4c9e3,6619a32c-448d-5466-b69f-453bdcc6d2b8,2030-05-09,34,false
57b288fc-0f4d-550c-a360-48b0bdae993b,069ece32-c504-51b6-ac25-7128212ff93c,2072-04-11,29,false
62373900-609e-5a08-81aa-e61b7c128416,e25dbce4-161f-5405-ba9e-c0c09d5aa180,2041-08-24,90,false
b64cd605-2a36-544b-8a5f-b5baa80fec08,36435842-010c-54db-822a-408adc18cd19,2115-02-16,71,true
ce5534ef-8883-5021-ae06-6c1cc438334e,cefd919e-1f33-5f6c-a8dd-ac1382b7b760,2091-11-25,85,true
e32b445b-9c75-5d98-bd01-b98b07ad83dc,91f4e28f-bd23-590f-8384-80fc60f20534,2030-12-18,63,false
10cc646d-84dd-5606-837d-d86a9a3ead28,9315d614-e1dc-5b01-b17c-e08b5866ca1a,2105-09-01,11,false
865bd4cd-1da4-5780-9231-13ff0c314eb5,135a6f1a-5d8f-57bb-bbe3-a1bd2fddccd9,2075-11-12,8,false
e01e0d84-f8e1-59b2-bb36-f5b5f4fe59df,af00b152-0b6f-5232-ab3a-0822a97af0a6,2032-04-18,34,true
46ab6dd5-debb-52c9-b526-3397edceebe2,b0c4cfc8-b0bd-5317-9403-7fd79568bdc0,2119-05-22,115,true
475e2806-6aaa-53ff-97cb-aae4df1af016,7cac7c47-a282-5cbf-a358-605b1cf068e2,2083-12-19,31,false
1c3cd123-45c5-592b-b49f-a9b486d2c462,1c04a266-442d-5a9e-8d1a-7168f5d581f1,2117-02-20,114,false
71a4c9d4-36fa-5069-85ad-5062e482f0d4,879a68d9-f6a9-5ba6-9cbc-c48500fab0b9,2095-06-16,8,true
507e80e8-8c52-58a1-bc7d-0c1db18b303e,94bcfa22-87b1-50e3-b0b6-52e2ad0c4d02,2035-05-15,6,false
5f9c449f-efaf-57d0-80b0-dd21ce9a1065,78262e70-b320-541f-91ad-d5c487113ca9,2031-02-07,86,false
09f62342-30bc-585b-a61a-04b2587aa4bb,f257f6dc-ee22-5f19-ab53-c61fb47af0e0,2082-09-27,24,true
3b91ad2a-3538-5786-a5f9-f0dd82037484,07606eea-8af8-514f-b286-71d5278ee50e,2045-09-05,31,false
be60ee4a-35ae-5480-80ff-44028f30d8dd,dd7e9bb0-9907-590e-9d56-092f4762e7b1,2040-05-19,51,false
f77050ba-7baa-5845-bcc3-3fcedca046db,a5e37466-0e64-5f11-8df6-d645815aeb92,2113-12-15,29,false
6d8b2227-d6b4-51fc-9e83-8b24b84fb0a8,3ef970f6-8b81-54e2-9314-3fa257a4333b,2057-07-15,57,true
6e658f99-ecec-59c4-81c4-d864ba712d1a,8b289d55-413f-52fa-b63c-82802f654db8,2038-09-24,18,true
a41d38b2-6101-57ca-923b-6337a133f046,095a4b37-0516-559c-b4ad-9b47ed68cd9c,2113-11-25,118,false
4834a8b3-c04d-580d-950b-b3cb9c0f6867,fd6967d2-1be7-5c9a-b8a9-44ebe7c37d25,2050-09-17,60,true
cd0563d6-1292-5139-841a-becfa6098904,ef1dc1b0-e9d3-5cc3-bd1e-2c5b1f487b69,2053-03-16,53,false
cd1fc69b-f683-5a19-83f3-71b657265868,9b6adaa5-0294-5968-8a33-5f1d31d6ad0d,2094-12-03,28,true
d3078662-f1fe-52ae-9347-c002949bbae0,60b8f252-6980-5743-a1df-cdbb652657fa,2064-04-16,102,true
96b85518-f4de-5fb8-80b8-917ddd305946,2f5bc9e9-8b00-5018-92a0-60b2a5706676,2071-07-23,32,false
cdd98fc6-d5b6-5243-9871-9b831cc7f276,120806cb-f4cd-555a-a223-584a851f8aa0,2041-03-04,77,true
c5692562-ba18-5d45-adcb-70cc31570fbd,1b41b907-d20e-5b6f-a107-7b236f80a8ef,2044-05-02,55,true
35025dbd-aaf6-5f60-b0b0-2dbaebc26270,602d3fde-0c32-5839-986f-bc185bcd5f25,2102-10-02,112,false
7d7f2643-8094-55c5-83c5-93a48a06430d,d9b19b89-4ca1-5051-ba39-420ed1449f38,2064-12-11,78,true
c2b4b194-abf4-5fa3-9248-c496e12f48c6,5bd7cf05-2963-58b8-ba46-3f0487a98034,2050-05-24,55,true
f4f7d5b1-49b1-5f67-82e2-605bb2589854,34b4dcb0-2df6-511d-8b8e-773655a9a410,2092-06-06,113,true
c622737d-0ff9-59ad-bfe4-ea30e2c8ed23,a8a925a6-9be7-5c90-a0fc-898327cd0e88,2057-08-19,27,true
38f6f23d-006d-582d-9a15-1aa76df499bc,7e940517-c487-5078-81a6-a5693004d325,2099-11-27,43,true
ea714bf4-3705-552b-a754-4a62db1e1ec4,a99e8dee-d02a-5ac5-87df-52f6dcaa6fe9,2112-06-27,7,true
b4cd3c3a-f81d-5dd6-b693-1eede79c578d,3b9f053a-12b3-5659-9ab8-d91aff32996b,2104-08-31,79,false
86fa2cfc-0201-54a3-bccc-cab24dbd119f,81da02f9-f792-5be5-8747-ba58e9d3f752,2111-05-07,21,true
98d688bb-59d3-53d7-bc99-9a6ead7cc556,b15a25ca-f131-5cf6-86dd-aba015ffe337,2026-04-08,114,false
15fd079b-b48d-553b-a7c8-0a0e584335e2,d94a104a-44c6-50fb-8aee-3cee89e6f356,2070-03-21,108,true
5e00334b-9a89-558d-962f-6dece76a1e9f,dc13eca2-b2f6-561c-98ae-1b0eb6686564,2082-03-20,13,true
18c63fa5-66a3-5e15-af11-4cf28c349299,4d3ce890-7807-5f45-9d50-10d0daf6f11c,2040-03-13,102,false
f3e996f0-1c1a-590a-878e-ca5d13cefb1b,5a992a46-9af0-56b1-b3fa-cd99dd7602c5,2067-04-04,112,true
b166708c-25bd-509f-8f8a-7a22daa2f057,854e78cc-51a8-54d8-a92a-40cef624e1d2,2035-05-04,92,true
f07cc8cd-b058-5e31-969b-d077d0d1f981,595862fc-771d-546e-8d35-58dc46486a92,2073-01-06,38,false
8cdfb090-850a-5db7-b37a-10cef61fdcae,6a7e9519-282b-5fde-97b7-236f4d48f5b8,2052-02-18,57,false
7df61987-3b91-5fe3-abb0-0115edc2c3f0,8a5f341b-b3c0-5bce-b923-e94f9f6d7a52,2105-09-10,22,false
3a309b29-321e-5ea2-9766-69085ee9c0fb,068251ae-1c39-547a-81f6-1288e213152b,2051-08-02,42,true
2846f39e-dff1-5490-8c69-4a74147848c0,894ce2b2-bda5-5b33-aa90-8a8fe3d272e8,2117-12-22,20,true
11e0e888-cf0f-5c12-8c02-a14894b8f6c7,8f4b6e50-64a3-5fe6-a22d-2df1b16bcf30,2070-08-13,84,false
8b55fc2e-60d7-5f13-996f-4182d09f1cd1,9770dd6a-0c94-58dc-9d71-cb8e63ef1d95,2086-10-25,57,false
89618a59-f83a-59df-820c-994488f0028c,df185b38-6c76-576b-820e-1762218a5af9,2069-12-04,63,false
