course_id,attempt_id,date,size,completed
a53fb15b-068d-5fb9-9dba-185d96189900,56fdb432-b6e8-53b0-a06a-09d1ec88da21,2080/11/10,48,false
38a6bf3d-392a-5159-b73e-25acb9ae90be,8c127b62-c5aa-52b7-bd04-2921539aeb8d,2036/06/09,29,true
7d96fb7e-28c9-51b7-a9e3-fb5b718d5064,eb32774f-1a99-5af8-aab5-6a212b405ece,2064/04/02,2,true
4d6000e6-8c3f-5c38-8239-0df54fce5b09,7fa16387-fced-5904-81d8-2f92c787c83f,2057/12/05,23,false
04e09149-c858-5200-aa6e-9a65d83e7170,f5eb9596-2d5a-51fd-8136-f83cc29b40f9,2046/03/20,8,false
43817607-b757-593f-bfd0-1f13090bbb6f,3c899344-2958-5cb9-99cb-bce55c35485a,2034/05/28,95,false
bd89f981-b12b-5be1-b0c3-1c26ebf82e3d,77188a25-6eec-5f9d-8a19-f74ff8616e79,2110/03/26,70,true
a65122a9-5bd5-525c-97b1-d8caf2cd13bd,bb7be1e3-8b6b-52ea-ae6e-f6a71fede2e3,2062/08/14,73,true
3331965b-e2e6-5e60-a6b4-3ecfbe4d0180,289490fc-bf09-5897-abec-39335ecb7261,2118/09/01,26,false
89d1a6e9-b33d-5973-bc9f-b60ca70ccf05,b7218169-9907-5c03-a9c5-5f888db3b039,2054/07/18,113,false
cf4b58a1-9f07-5877-8841-43dd4eccf80b,ff574f5c-b77b-5e3e-ac7d-5057982eeead,2119/05/07,52,true
c4caa601-280a-58cb-96c0-5b415b56f8e6,db6d75b5-bae1-5f6b-911b-fb35ce8a683a,2051/12/01,65,true
5133a868-f236-5faa-b06a-f64d67426d05,15d5dbdb-d7ee-5364-bdee-8e7c109d7104,2019/07/06,27,false
8133bc97-bf83-5810-8f94-0e33129e4e46,9c3bbd6c-8287-5b87-8aac-aebfe470a49e,2050/12/22,119,false
6491b39a-639a-5767-b66b-c5d11393db8e,98739a25-64b3-53c5-94e9-c3affd4cbfef,2074/01/31,53,true
97803e59-bb00-5d79-8588-7453a06025cf,7eeeebe1-5863-568d-b04b-9c41fd5e5dc3,2096/06/18,110,true
ea4aa0ce-19ce-5bb5-8ba6-c0c63f01a183,c52a8a35-6a08-52fd-a746-434f2a520a46,2034/07/21,50,true
cc6d843e-9e65-517d-b17b-7536d61ed88f,ed4119fa-3dd4-53f7-aa9d-ac8acfa252ea,2117/01/22,26,false
e96fb8f5-eef5-520e-8b90-bf5f44aaab9b,6169912c-0d8a-5685-aa0a-987f2b797c9c,2094/04/07,51,false
c0046816-da41-59cb-bd9c-2d65484cb8b7,3ab3ab45-edc4-50ee-a508-0bf6b048415d,2083/12/02,67,false
63217409-6195-50e1-92a3-8b0e61f2cf3c,659bccdd-8891-5d31-a6bd-4802925e8d90,2051/03/20,39,false
429efa30-7d31-53e7-913e-daeb0e64c43b,eb3b9bcd-7a8b-517c-bc38-5c844c6be495,2084/02/08,7,false
ee308ee9-db44-54ad-b20d-fbd366992fd2,64347226-6fdd-5ceb-8e83-edb5f02aec49,2090/01/25,69,false
fe9ffc8d-9256-5169-8050-a40f7bdde75c,1523dba7-5974-52e7-85a0-e7e712ea8291,2103/08/27,35,false
eccf0a8c-1498-5d71-919d-4564970f8574,ef646220-d071-5ddc-bde5-d64c387c02d0,2038/07/04,61,false
4f2ebd02-1c51-5eb0-8bc1-707bd8b34a04,f597e40a-d7f4-5ac5-9efb-9a068bebc025,2033/01/13,6,false
98f20b64-bed2-53fe-ac9f-30930b5d7378,54a75b39-c317-5a1a-9117-80e53d1741fd,2088/05/27,78,false
f75d0ce7-fd5e-5945-9bdf-bfd046dfefaf,6601a374-a034-5e4d-bfde-df6d986be20b,2093/10/28,35,false
8772563d-2a84-5165-89fd-1ee2d61cbbd4,c111b107-f914-582e-a594-2dc0f96d91d4,2113/08/22,48,false
24e27b15-a8c7-5048-beb0-914200b96298,c37a831b-3463-52fb-bb56-a0fe8e279d69,2080/07/07,118,true
5ed38b01-6cb9-5ec6-ad46-f11153208ebf,c8c22e34-30c2-59ce-ad63-866632650b64,2046/08/07,83,true
4d7a24dd-d4b7-5ede-b87d-aa263f3dc192,1961116e-760a-57fe-9e93-297f8f0cacbe,2093/03/08,113,true
8e82f723-64bc-50ca-9b40-7e6940695b81,8914c2a6-060a-5af6-a615-2d33837ab668,2019/08/16,24,false
3a66f0fb-7201-5152-a036-c1243fd7802d,3f228d77-94c8-5693-a9a9-5fb77345d57d,2029/07/05,80,true
ad414461-9c5c-5968-b994-24d87c281b6c,88033e90-1eba-5e48-a51e-9a8687787477,2104/08/19,16,false
0c15da0a-a536-588d-a96b-6f8d2c9d99d7,f2c041d9-e615-56bc-9cf1-b8126c619cde,2095/04/21,115,true
04cde410-710e-5bfd-b917-80d2ca9fe88a,3b81d76e-1d7f-529a-a302-ec4a61a063a3,2087/02/06,59,true
1663686b-1c16-58ca-941e-3e284fe01887,e4807a23-63a9-5d8a-83b3-441d9b4062c8,2105/02/16,103,true
3f17ff18-ca1f-5bd1-b819-7f789b2d35f1,1d887f1c-4150-5a45-95a8-dd5be54046e2,2041/03/19,38,false
c604b967-41ce-5d22-8c9c-154454789177,8ec8cebd-4ddc-57e5-8349-5d087296d51b,2035/10/30,111,false
98a29237-6084-57df-ac86-b7fcb01c004d,81fc5125-ab89-5183-9d68-119173a45f4b,2058/05/04,109,false
87374471-5e14-5d3c-9fa2-76d24371d9a8,273342b8-e3e2-5cb6-b8be-e1f3d6e3bc2c,2104/03/06,26,true
4e6b5cbf-98ba-547c-bba0-3f5961f5ff33,d25fb593-2703-57c9-a608-e947774b30c9,2032/10/17,118,false
cbcd32db-e48a-5ba3-8742-04f783ce2ae6,e411676a-cbbb-58ee-a9c3-e151cef41dba,2042/11/01,69,true
2007168c-db3d-5758-a51c-5d8047fef391,ee49ba05-be42-592d-afc2-49771829291d,2052/05/26,17,true
c42f9b96-c476-50e1-a826-e97fa4c11f4b,3576ee7f-af66-50af-9e09-ea12d996e322,2093/02/25,102,false
03474448-d030-5798-9de8-6b98b62c45ce,6e0bd4a3-7f93-59e5-a8ac-fb04f3f5e8ad,2035/09/12,93,false
90dde10c-be2a-5ef4-a559-69cff77d511e,d26f9717-d76e-55fc-a0c7-282157cbe303,2054/03/01,71,false
76f7e70d-1b34-5b8c-b126-14314b8e832d,e1f4013a-824a-529f-bdc1-8a9e37873d97,2093/02/05,70,false
6ace6b1d-981d-5a80-98dd-13d955ffbee6,48bdfbfe-8d4f-598e-903f-3209cbaff0d6,2083/06/07,35,true
8dbbf275-6cc5-57e4-868e-7df870e61e1d,04802a7d-b39e-53d7-8a51-620a68b93a4d,2111/01/30,93,false
083b1d24-892b-51f8-8dab-93a88e3b74a9,52753dcc-b23d-5c66-b20a-a325df1c13c3,2095/06/03,15,false
6c1cd3b7-f873-5ff7-9ead-263ede346720,f038cfd4-3b6e-5ce1-95cd-61dc6a8c9a19,2063/09/28,77,true
bfe15642-ee65-5bbf-a7f3-1376cc1950fb,e298f30c-93af-545e-8b01-1c19654dd33c,2106/03/13,116,true
30fa9bf0-fec5-5683-ba8b-60e88a08cb5e,333b8a33-12e4-52e2-a17b-aa8bae6b2dfa,2104/09/27,28,false
69898e7e-0186-5bce-bab4-6fb5b592627b,9df5e5a0-3d55-500c-8e57-18c18e5046a4,2064/11/09,54,false
dee14a2d-731e-5fb7-94d3-ce60a2897fbc,f48ac48a-a57f-572f-9999-70e118971aca,2033/12/04,55,true
05a72b20-c36f-5fd9-b292-f041a45ed141,e417dbd2-49f5-5a19-8147-5aa7ee3e1256,2045/04/09,76,true
bb73c93d-aedd-5e02-8af9-ec17e2a04850,60f3f21f-8647-5548-99bc-d6246501884c,2093/04/08,33,true
8e52fb52-8dbf-50a9-9909-08dd2e026e45,2dcf46ef-564b-53cc-afaf-30a0a7c0e134,2086/03/02,98,false
77ee5dfd-ce78-50db-a799-cd30a5016fd4,96ed2dae-02a1-52f7-b7fa-283af1816d72,2087/09/17,15,false
71a47775-7d42-56dc-94b4-7d1c636b592e,2b975d77-ecd8-57cb-9078-3cc1d4117296,2047/06/07,34,true
9278d6c4-2984-5861-9531-f4b182f11983,ed0e20ae-0d5e-5c97-933c-e6fb666a0e55,2082/03/29,78,false
2d7c3b93-3a79-58a4-828c-63549d8e1e7e,5e4a58b9-4854-508b-baa9-17f83c232446,2054/03/29,109,true
c843cc54-7e8c-57b2-b800-72f5e5113ca3,1e020819-570c-5cfc-a117-6d357868d475,2023/02/22,108,true
5b24abdf-afbe-55a5-a457-09c1cf20d674,808874bb-3fea-5813-9460-f442666152cd,2027/05/22,17,false
070deac7-66ec-5211-9413-da17789f1475,5cebeaa4-73dc-5e5a-8eb6-b79562d20865,2024/11/12,29,false
